华南,平面一,广州-华新园,,1,11.190.19.128,11.190.19.129,11.190.19.254,11.190.19.255,已经录入/24网段,,
华南,平面一,广州-永顺,,2,11.190.20.0,11.190.20.1,11.190.20.126,11.190.20.127,已经录入/24网段,,
华南,平面一,广州-云谷,,3,11.190.20.128,11.190.20.129,11.190.20.254,11.190.20.255,已经录入/24网段,,
华南,平面一,深汕-腾大,,4,11.190.21.0,11.190.21.1,11.190.21.126,11.190.21.127,,,
华南,平面一,深汕-滨海,,5,11.190.21.128,11.190.21.129,11.190.21.254,11.190.21.255,,,
华南,平面一,深汕-鹅埠,,6,11.190.22.0,11.190.22.1,11.190.22.126,11.190.22.127,,,
华南,平面一,,,7,11.190.22.128,11.190.22.129,11.190.22.254,11.190.22.255,,,
华南,平面一,,,8,11.190.23.0,11.190.23.1,11.190.23.126,11.190.23.127,,,
华南,平面一,,,9,11.190.23.128,11.190.23.129,11.190.23.254,11.190.23.255,,,
华南,平面一,,,10,11.190.24.0,11.190.24.1,11.190.24.126,11.190.24.127,,,
华南,平面一,,,11,11.190.24.128,11.190.24.129,11.190.24.254,11.190.24.255,,,
华南,平面一,,,12,11.190.25.0,11.190.25.1,11.190.25.126,11.190.25.127,,,
华南,平面一,,,13,11.190.25.128,11.190.25.129,11.190.25.254,11.190.25.255,,,
华南,平面一,,,14,11.190.26.0,11.190.26.1,11.190.26.126,11.190.26.127,,,
华南,平面一,,,15,11.190.26.128,11.190.26.129,11.190.26.254,11.190.26.255,,,
华南,平面一,,,16,11.190.27.0,11.190.27.1,11.190.27.126,11.190.27.127,,,
华南,平面一,,,17,11.190.27.128,11.190.27.129,11.190.27.254,11.190.27.255,,,
华南,平面一,,,18,11.190.28.0,11.190.28.1,11.190.28.126,11.190.28.127,,,
华南,平面一,,,19,11.190.28.128,11.190.28.129,11.190.28.254,11.190.28.255,,,
华南,平面一,,,20,11.190.29.0,11.190.29.1,11.190.29.126,11.190.29.127,,,
华南,平面一,,,21,11.190.29.128,11.190.29.129,11.190.29.254,11.190.29.255,,,
华南,平面一,,,22,11.190.30.0,11.190.30.1,11.190.30.126,11.190.30.127,,,
华南,平面一,,,23,11.190.30.128,11.190.30.129,11.190.30.254,11.190.30.255,,,
华南,平面一,,,24,11.190.31.0,11.190.31.1,11.190.31.126,11.190.31.127,,,
华南,平面一,,,25,11.190.31.128,11.190.31.129,11.190.31.254,11.190.31.255,,,
华南,平面一,,,26,11.190.32.0,11.190.32.1,11.190.32.126,11.190.32.127,,,
华南,平面一,,,27,11.190.32.128,11.190.32.129,11.190.32.254,11.190.32.255,,,
华南,平面一,,,28,11.190.33.0,11.190.33.1,11.190.33.126,11.190.33.127,,,
华南,平面一,,,29,11.190.33.128,11.190.33.129,11.190.33.254,11.190.33.255,,,
华南,平面一,,,30,11.190.34.0,11.190.34.1,11.190.34.126,11.190.34.127,,,
华南,平面一,,,31,11.190.34.128,11.190.34.129,11.190.34.254,11.190.34.255,,,
华南,平面一,,,32,11.190.35.0,11.190.35.1,11.190.35.126,11.190.35.127,,,
华南,平面二,深圳-腾大,,1,11.190.55.0,11.190.55.1,11.190.55.126,11.190.55.127,已经录入/24网段,,
华南,平面二,深圳-滨海,,2,11.190.55.128,11.190.55.129,11.190.55.254,11.190.55.255,已经录入/24网段,,
华南,平面二,深圳-光明,,3,11.190.56.0,11.190.56.1,11.190.56.126,11.190.56.127,已经录入/24网段,,
华南,平面二,深圳-荔景,,4,11.190.56.128,11.190.56.129,11.190.56.254,11.190.56.255,已经录入/24网段,,
华南,平面二,深圳-锦绣,,5,11.190.57.0,11.190.57.1,11.190.57.126,11.190.57.127,已经录入/24网段,,
华南,平面二,广州-华新园,,6,11.190.57.128,11.190.57.129,11.190.57.254,11.190.57.255,已经录入/24网段,,
华南,平面二,广州-永顺,,7,11.190.58.0,11.190.58.1,11.190.58.126,11.190.58.127,已经录入/24网段,,
华南,平面二,广州-云谷,,8,11.190.58.128,11.190.58.129,11.190.58.254,11.190.58.255,已经录入/24网段,,
华南,平面二,深汕-腾大,,9,11.190.59.0,11.190.59.1,11.190.59.126,11.190.59.127,,,
华南,平面二,深汕-滨海,,10,11.190.59.128,11.190.59.129,11.190.59.254,11.190.59.255,,,
华南,平面二,深汕-鹅埠,,11,11.190.60.0,11.190.60.1,11.190.60.126,11.190.60.127,,,
华南,平面二,,,12,11.190.60.128,11.190.60.129,11.190.60.254,11.190.60.255,,,
华南,平面二,,,13,11.190.61.0,11.190.61.1,11.190.61.126,11.190.61.127,,,
华南,平面二,,,14,11.190.61.128,11.190.61.129,11.190.61.254,11.190.61.255,,,
华南,平面二,,,15,11.190.62.0,11.190.62.1,11.190.62.126,11.190.62.127,,,
华南,平面二,,,16,11.190.62.128,11.190.62.129,11.190.62.254,11.190.62.255,,,
华南,平面二,,,17,11.190.63.0,11.190.63.1,11.190.63.126,11.190.63.127,,,
华南,平面二,,,18,11.190.63.128,11.190.63.129,11.190.63.254,11.190.63.255,,,
华南,平面二,,,19,11.190.64.0,11.190.64.1,11.190.64.126,11.190.64.127,,,
华南,平面二,,,20,11.190.64.128,11.190.64.129,11.190.64.254,11.190.64.255,,,
华南,平面二,,,21,11.190.65.0,11.190.65.1,11.190.65.126,11.190.65.127,,,
华南,平面二,,,22,11.190.65.128,11.190.65.129,11.190.65.254,11.190.65.255,,,
华南,平面二,,,23,11.190.66.0,11.190.66.1,11.190.66.126,11.190.66.127,,,
华南,平面二,,,24,11.190.66.128,11.190.66.129,11.190.66.254,11.190.66.255,,,
华南,平面二,,,25,11.190.67.0,11.190.67.1,11.190.67.126,11.190.67.127,,,
华南,平面二,,,26,11.190.67.128,11.190.67.129,11.190.67.254,11.190.67.255,,,
华南,平面二,,,27,11.190.68.0,11.190.68.1,11.190.68.126,11.190.68.127,,,
华南,平面二,,,28,11.190.68.128,11.190.68.129,11.190.68.254,11.190.68.255,,,
华南,平面二,,,29,11.190.69.0,11.190.69.1,11.190.69.126,11.190.69.127,,,
华南,平面二,,,30,11.190.69.128,11.190.69.129,11.190.69.254,11.190.69.255,,,
华南,平面二,,,31,11.190.70.0,11.190.70.1,11.190.70.126,11.190.70.127,,,
华南,平面二,,,32,11.190.70.128,11.190.70.129,11.190.70.254,11.190.70.255,,,
华东,平面一,,,1,11.190.90.128,11.190.90.129,11.190.90.254,11.190.90.255,,,
华东,平面一,,,2,11.190.91.0,11.190.91.1,11.190.91.126,11.190.91.127,,,
华东,平面一,,,3,11.190.91.128,11.190.91.129,11.190.91.254,11.190.91.255,,,
华东,平面一,,,4,11.190.92.0,11.190.92.1,11.190.92.126,11.190.92.127,,,
华东,平面一,,,5,11.190.92.128,11.190.92.129,11.190.92.254,11.190.92.255,,,
华东,平面一,,,6,11.190.93.0,11.190.93.1,11.190.93.126,11.190.93.127,,,
华东,平面一,,,7,11.190.93.128,11.190.93.129,11.190.93.254,11.190.93.255,,,
华东,平面一,,,8,11.190.94.0,11.190.94.1,11.190.94.126,11.190.94.127,,,
华东,平面一,,,9,11.190.94.128,11.190.94.129,11.190.94.254,11.190.94.255,,,
华东,平面一,,,10,11.190.95.0,11.190.95.1,11.190.95.126,11.190.95.127,,,
华东,平面一,,,11,11.190.95.128,11.190.95.129,11.190.95.254,11.190.95.255,,,
华东,平面一,,,12,11.190.96.0,11.190.96.1,11.190.96.126,11.190.96.127,,,
华东,平面一,,,13,11.190.96.128,11.190.96.129,11.190.96.254,11.190.96.255,,,
华东,平面一,,,14,11.190.97.0,11.190.97.1,11.190.97.126,11.190.97.127,,,
华东,平面一,,,15,11.190.97.128,11.190.97.129,11.190.97.254,11.190.97.255,,,
华东,平面一,,,16,11.190.98.0,11.190.98.1,11.190.98.126,11.190.98.127,,,
华东,平面一,,,17,11.190.98.128,11.190.98.129,11.190.98.254,11.190.98.255,,,
华东,平面一,,,18,11.190.99.0,11.190.99.1,11.190.99.126,11.190.99.127,,,
华东,平面一,,,19,11.190.99.128,11.190.99.129,11.190.99.254,11.190.99.255,,,
华东,平面一,,,20,11.190.100.0,11.190.100.1,11.190.100.126,11.190.100.127,,,
华东,平面一,,,21,11.190.100.128,11.190.100.129,11.190.100.254,11.190.100.255,,,
华东,平面一,,,22,11.190.101.0,11.190.101.1,11.190.101.126,11.190.101.127,,,
华东,平面一,,,23,11.190.101.128,11.190.101.129,11.190.101.254,11.190.101.255,,,
华东,平面一,,,24,11.190.102.0,11.190.102.1,11.190.102.126,11.190.102.127,,,
华东,平面一,,,25,11.190.102.128,11.190.102.129,11.190.102.254,11.190.102.255,,,
华东,平面一,,,26,11.190.103.0,11.190.103.1,11.190.103.126,11.190.103.127,,,
华东,平面一,,,27,11.190.103.128,11.190.103.129,11.190.103.254,11.190.103.255,,,
华东,平面一,,,28,11.190.104.0,11.190.104.1,11.190.104.126,11.190.104.127,,,
华东,平面一,,,29,11.190.104.128,11.190.104.129,11.190.104.254,11.190.104.255,,,
华东,平面一,,,30,11.190.105.0,11.190.105.1,11.190.105.126,11.190.105.127,,,
华东,平面一,,,31,11.190.105.128,11.190.105.129,11.190.105.254,11.190.105.255,,,
华东,平面一,,,32,11.190.106.0,11.190.106.1,11.190.106.126,11.190.106.127,,,
华东,平面二,,,1,11.190.126.0,11.190.126.1,11.190.126.126,11.190.126.127,,,
华东,平面二,,,2,11.190.126.128,11.190.126.129,11.190.126.254,11.190.126.255,,,
华东,平面二,,,3,11.190.127.0,11.190.127.1,11.190.127.126,11.190.127.127,,,
华东,平面二,,,4,11.190.127.128,11.190.127.129,11.190.127.254,11.190.127.255,,,
华东,平面二,,,5,11.190.128.0,11.190.128.1,11.190.128.126,11.190.128.127,,,
华东,平面二,,,6,11.190.128.128,11.190.128.129,11.190.128.254,11.190.128.255,,,
华东,平面二,,,7,11.190.129.0,11.190.129.1,11.190.129.126,11.190.129.127,,,
华东,平面二,,,8,11.190.129.128,11.190.129.129,11.190.129.254,11.190.129.255,,,
华东,平面二,,,9,11.190.130.0,11.190.130.1,11.190.130.126,11.190.130.127,,,
华东,平面二,,,10,11.190.130.128,11.190.130.129,11.190.130.254,11.190.130.255,,,
华东,平面二,,,11,11.190.131.0,11.190.131.1,11.190.131.126,11.190.131.127,,,
华东,平面二,,,12,11.190.131.128,11.190.131.129,11.190.131.254,11.190.131.255,,,
华东,平面二,,,13,11.190.132.0,11.190.132.1,11.190.132.126,11.190.132.127,,,
华东,平面二,,,14,11.190.132.128,11.190.132.129,11.190.132.254,11.190.132.255,,,
华东,平面二,,,15,11.190.133.0,11.190.133.1,11.190.133.126,11.190.133.127,,,
华东,平面二,,,16,11.190.133.128,11.190.133.129,11.190.133.254,11.190.133.255,,,
华东,平面二,,,17,11.190.134.0,11.190.134.1,11.190.134.126,11.190.134.127,,,
华东,平面二,,,18,11.190.134.128,11.190.134.129,11.190.134.254,11.190.134.255,,,
华东,平面二,,,19,11.190.135.0,11.190.135.1,11.190.135.126,11.190.135.127,,,
华东,平面二,,,20,11.190.135.128,11.190.135.129,11.190.135.254,11.190.135.255,,,
华东,平面二,,,21,11.190.136.0,11.190.136.1,11.190.136.126,11.190.136.127,,,
华东,平面二,,,22,11.190.136.128,11.190.136.129,11.190.136.254,11.190.136.255,,,
华东,平面二,,,23,11.190.137.0,11.190.137.1,11.190.137.126,11.190.137.127,,,
华东,平面二,,,24,11.190.137.128,11.190.137.129,11.190.137.254,11.190.137.255,,,
华东,平面二,,,25,11.190.138.0,11.190.138.1,11.190.138.126,11.190.138.127,,,
华东,平面二,,,26,11.190.138.128,11.190.138.129,11.190.138.254,11.190.138.255,,,
华东,平面二,,,27,11.190.139.0,11.190.139.1,11.190.139.126,11.190.139.127,,,
华东,平面二,,,28,11.190.139.128,11.190.139.129,11.190.139.254,11.190.139.255,,,
华东,平面二,,,29,11.190.140.0,11.190.140.1,11.190.140.126,11.190.140.127,,,
华东,平面二,,,30,11.190.140.128,11.190.140.129,11.190.140.254,11.190.140.255,,,
华东,平面二,,,31,11.190.141.0,11.190.141.1,11.190.141.126,11.190.141.127,,,
华东,平面二,,,32,11.190.141.128,11.190.141.129,11.190.141.254,11.190.141.255,,,
华北,平面一,天津滨海,,1,11.190.161.128,11.190.161.129,11.190.161.254,11.190.161.255,,,
华北,平面一,天津空港,,2,11.190.162.0,11.190.162.1,11.190.162.126,11.190.162.127,,,
华北,平面一,,,3,11.190.162.128,11.190.162.129,11.190.162.254,11.190.162.255,,,
华北,平面一,,,4,11.190.163.0,11.190.163.1,11.190.163.126,11.190.163.127,,,
华北,平面一,,,5,11.190.163.128,11.190.163.129,11.190.163.254,11.190.163.255,,,
华北,平面一,,,6,11.190.164.0,11.190.164.1,11.190.164.126,11.190.164.127,,,
华北,平面一,,,7,11.190.164.128,11.190.164.129,11.190.164.254,11.190.164.255,,,
华北,平面一,,,8,11.190.165.0,11.190.165.1,11.190.165.126,11.190.165.127,,,
华北,平面一,,,9,11.190.165.128,11.190.165.129,11.190.165.254,11.190.165.255,,,
华北,平面一,,,10,11.190.166.0,11.190.166.1,11.190.166.126,11.190.166.127,,,
华北,平面一,,,11,11.190.166.128,11.190.166.129,11.190.166.254,11.190.166.255,,,
华北,平面一,,,12,11.190.167.0,11.190.167.1,11.190.167.126,11.190.167.127,,,
华北,平面一,,,13,11.190.167.128,11.190.167.129,11.190.167.254,11.190.167.255,,,
华北,平面一,,,14,11.190.168.0,11.190.168.1,11.190.168.126,11.190.168.127,,,
华北,平面一,,,15,11.190.168.128,11.190.168.129,11.190.168.254,11.190.168.255,,,
华北,平面一,,,16,11.190.169.0,11.190.169.1,11.190.169.126,11.190.169.127,,,
华北,平面一,,,17,11.190.169.128,11.190.169.129,11.190.169.254,11.190.169.255,,,
华北,平面一,,,18,11.190.170.0,11.190.170.1,11.190.170.126,11.190.170.127,,,
华北,平面一,,,19,11.190.170.128,11.190.170.129,11.190.170.254,11.190.170.255,,,
华北,平面一,,,20,11.190.171.0,11.190.171.1,11.190.171.126,11.190.171.127,,,
华北,平面一,,,21,11.190.171.128,11.190.171.129,11.190.171.254,11.190.171.255,,,
华北,平面一,,,22,11.190.172.0,11.190.172.1,11.190.172.126,11.190.172.127,,,
华北,平面一,,,23,11.190.172.128,11.190.172.129,11.190.172.254,11.190.172.255,,,
华北,平面一,,,24,11.190.173.0,11.190.173.1,11.190.173.126,11.190.173.127,,,
华北,平面一,,,25,11.190.173.128,11.190.173.129,11.190.173.254,11.190.173.255,,,
华北,平面一,,,26,11.190.174.0,11.190.174.1,11.190.174.126,11.190.174.127,,,
华北,平面一,,,27,11.190.174.128,11.190.174.129,11.190.174.254,11.190.174.255,,,
华北,平面一,,,28,11.190.175.0,11.190.175.1,11.190.175.126,11.190.175.127,,,
华北,平面一,,,29,11.190.175.128,11.190.175.129,11.190.175.254,11.190.175.255,,,
华北,平面一,,,30,11.190.176.0,11.190.176.1,11.190.176.126,11.190.176.127,,,
华北,平面一,,,31,11.190.176.128,11.190.176.129,11.190.176.254,11.190.176.255,,,
华北,平面一,,,32,11.190.177.0,11.190.177.1,11.190.177.126,11.190.177.127,,,
华北,平面二,天津滨海,,1,11.190.197.0,11.190.197.1,11.190.197.126,11.190.197.127,,,
华北,平面二,天津空港,,2,11.190.197.128,11.190.197.129,11.190.197.254,11.190.197.255,,,
华北,平面二,,,3,11.190.198.0,11.190.198.1,11.190.198.126,11.190.198.127,,,
华北,平面二,,,4,11.190.198.128,11.190.198.129,11.190.198.254,11.190.198.255,,,
华北,平面二,,,5,11.190.199.0,11.190.199.1,11.190.199.126,11.190.199.127,,,
华北,平面二,,,6,11.190.199.128,11.190.199.129,11.190.199.254,11.190.199.255,,,
华北,平面二,,,7,11.190.200.0,11.190.200.1,11.190.200.126,11.190.200.127,,,
华北,平面二,,,8,11.190.200.128,11.190.200.129,11.190.200.254,11.190.200.255,,,
华北,平面二,,,9,11.190.201.0,11.190.201.1,11.190.201.126,11.190.201.127,,,
华北,平面二,,,10,11.190.201.128,11.190.201.129,11.190.201.254,11.190.201.255,,,
华北,平面二,,,11,11.190.202.0,11.190.202.1,11.190.202.126,11.190.202.127,,,
华北,平面二,,,12,11.190.202.128,11.190.202.129,11.190.202.254,11.190.202.255,,,
华北,平面二,,,13,11.190.203.0,11.190.203.1,11.190.203.126,11.190.203.127,,,
华北,平面二,,,14,11.190.203.128,11.190.203.129,11.190.203.254,11.190.203.255,,,
华北,平面二,,,15,11.190.204.0,11.190.204.1,11.190.204.126,11.190.204.127,,,
华北,平面二,,,16,11.190.204.128,11.190.204.129,11.190.204.254,11.190.204.255,,,
华北,平面二,,,17,11.190.205.0,11.190.205.1,11.190.205.126,11.190.205.127,,,
华北,平面二,,,18,11.190.205.128,11.190.205.129,11.190.205.254,11.190.205.255,,,
华北,平面二,,,19,11.190.206.0,11.190.206.1,11.190.206.126,11.190.206.127,,,
华北,平面二,,,20,11.190.206.128,11.190.206.129,11.190.206.254,11.190.206.255,,,
华北,平面二,,,21,11.190.207.0,11.190.207.1,11.190.207.126,11.190.207.127,,,
华北,平面二,,,22,11.190.207.128,11.190.207.129,11.190.207.254,11.190.207.255,,,
华北,平面二,,,23,11.190.208.0,11.190.208.1,11.190.208.126,11.190.208.127,,,
华北,平面二,,,24,11.190.208.128,11.190.208.129,11.190.208.254,11.190.208.255,,,
华北,平面二,,,25,11.190.209.0,11.190.209.1,11.190.209.126,11.190.209.127,,,
华北,平面二,,,26,11.190.209.128,11.190.209.129,11.190.209.254,11.190.209.255,,,
华北,平面二,,,27,11.190.210.0,11.190.210.1,11.190.210.126,11.190.210.127,,,
华北,平面二,,,28,11.190.210.128,11.190.210.129,11.190.210.254,11.190.210.255,,,
华北,平面二,,,29,11.190.211.0,11.190.211.1,11.190.211.126,11.190.211.127,,,
华北,平面二,,,30,11.190.211.128,11.190.211.129,11.190.211.254,11.190.211.255,,,
华北,平面二,,,31,11.190.212.0,11.190.212.1,11.190.212.126,11.190.212.127,,,
华北,平面二,,,32,11.190.212.128,11.190.212.129,11.190.212.254,11.190.212.255,,,
西南,平面一,,,1,11.190.232.128,11.190.232.129,11.190.232.254,11.190.232.255,,,
西南,平面一,,,2,11.190.233.0,11.190.233.1,11.190.233.126,11.190.233.127,,,
西南,平面一,,,3,11.190.233.128,11.190.233.129,11.190.233.254,11.190.233.255,,,
西南,平面一,,,4,11.190.234.0,11.190.234.1,11.190.234.126,11.190.234.127,,,
西南,平面一,,,5,11.190.234.128,11.190.234.129,11.190.234.254,11.190.234.255,,,
西南,平面一,,,6,11.190.235.0,11.190.235.1,11.190.235.126,11.190.235.127,,,
西南,平面一,,,7,11.190.235.128,11.190.235.129,11.190.235.254,11.190.235.255,,,
西南,平面一,,,8,11.190.236.0,11.190.236.1,11.190.236.126,11.190.236.127,,,
西南,平面一,,,9,11.190.236.128,11.190.236.129,11.190.236.254,11.190.236.255,,,
西南,平面一,,,10,11.190.237.0,11.190.237.1,11.190.237.126,11.190.237.127,,,
西南,平面一,,,11,11.190.237.128,11.190.237.129,11.190.237.254,11.190.237.255,,,
西南,平面一,,,12,11.190.238.0,11.190.238.1,11.190.238.126,11.190.238.127,,,
西南,平面一,,,13,11.190.238.128,11.190.238.129,11.190.238.254,11.190.238.255,,,
西南,平面一,,,14,11.190.239.0,11.190.239.1,11.190.239.126,11.190.239.127,,,
西南,平面一,,,15,11.190.239.128,11.190.239.129,11.190.239.254,11.190.239.255,,,
西南,平面一,,,16,11.190.240.0,11.190.240.1,11.190.240.126,11.190.240.127,,,
西南,平面一,,,17,11.190.240.128,11.190.240.129,11.190.240.254,11.190.240.255,,,
西南,平面一,,,18,11.190.241.0,11.190.241.1,11.190.241.126,11.190.241.127,,,
西南,平面一,,,19,11.190.241.128,11.190.241.129,11.190.241.254,11.190.241.255,,,
西南,平面一,,,20,11.190.242.0,11.190.242.1,11.190.242.126,11.190.242.127,,,
西南,平面一,,,21,11.190.242.128,11.190.242.129,11.190.242.254,11.190.242.255,,,
西南,平面一,,,22,11.190.243.0,11.190.243.1,11.190.243.126,11.190.243.127,,,
西南,平面一,,,23,11.190.243.128,11.190.243.129,11.190.243.254,11.190.243.255,,,
西南,平面一,,,24,11.190.244.0,11.190.244.1,11.190.244.126,11.190.244.127,,,
西南,平面一,,,25,11.190.244.128,11.190.244.129,11.190.244.254,11.190.244.255,,,
西南,平面一,,,26,11.190.245.0,11.190.245.1,11.190.245.126,11.190.245.127,,,
西南,平面一,,,27,11.190.245.128,11.190.245.129,11.190.245.254,11.190.245.255,,,
西南,平面一,,,28,11.190.246.0,11.190.246.1,11.190.246.126,11.190.246.127,,,
西南,平面一,,,29,11.190.246.128,11.190.246.129,11.190.246.254,11.190.246.255,,,
西南,平面一,,,30,11.190.247.0,11.190.247.1,11.190.247.126,11.190.247.127,,,
西南,平面一,,,31,11.190.247.128,11.190.247.129,11.190.247.254,11.190.247.255,,,
西南,平面一,,,32,11.190.248.0,11.190.248.1,11.190.248.126,11.190.248.127,,,
西南,平面二,,,1,11.191.12.0,11.191.12.1,11.191.12.126,11.191.12.127,,,
西南,平面二,,,2,11.191.12.128,11.191.12.129,11.191.12.254,11.191.12.255,,,
西南,平面二,,,3,11.191.13.0,11.191.13.1,11.191.13.126,11.191.13.127,,,
西南,平面二,,,4,11.191.13.128,11.191.13.129,11.191.13.254,11.191.13.255,,,
西南,平面二,,,5,11.191.14.0,11.191.14.1,11.191.14.126,11.191.14.127,,,
西南,平面二,,,6,11.191.14.128,11.191.14.129,11.191.14.254,11.191.14.255,,,
西南,平面二,,,7,11.191.15.0,11.191.15.1,11.191.15.126,11.191.15.127,,,
西南,平面二,,,8,11.191.15.128,11.191.15.129,11.191.15.254,11.191.15.255,,,
西南,平面二,,,9,11.191.16.0,11.191.16.1,11.191.16.126,11.191.16.127,,,
西南,平面二,,,10,11.191.16.128,11.191.16.129,11.191.16.254,11.191.16.255,,,
西南,平面二,,,11,11.191.17.0,11.191.17.1,11.191.17.126,11.191.17.127,,,
西南,平面二,,,12,11.191.17.128,11.191.17.129,11.191.17.254,11.191.17.255,,,
西南,平面二,,,13,11.191.18.0,11.191.18.1,11.191.18.126,11.191.18.127,,,
西南,平面二,,,14,11.191.18.128,11.191.18.129,11.191.18.254,11.191.18.255,,,
西南,平面二,,,15,11.191.19.0,11.191.19.1,11.191.19.126,11.191.19.127,,,
西南,平面二,,,16,11.191.19.128,11.191.19.129,11.191.19.254,11.191.19.255,,,
西南,平面二,,,17,11.191.20.0,11.191.20.1,11.191.20.126,11.191.20.127,,,
西南,平面二,,,18,11.191.20.128,11.191.20.129,11.191.20.254,11.191.20.255,,,
西南,平面二,,,19,11.191.21.0,11.191.21.1,11.191.21.126,11.191.21.127,,,
西南,平面二,,,20,11.191.21.128,11.191.21.129,11.191.21.254,11.191.21.255,,,
西南,平面二,,,21,11.191.22.0,11.191.22.1,11.191.22.126,11.191.22.127,,,
西南,平面二,,,22,11.191.22.128,11.191.22.129,11.191.22.254,11.191.22.255,,,
西南,平面二,,,23,11.191.23.0,11.191.23.1,11.191.23.126,11.191.23.127,,,
西南,平面二,,,24,11.191.23.128,11.191.23.129,11.191.23.254,11.191.23.255,,,
西南,平面二,,,25,11.191.24.0,11.191.24.1,11.191.24.126,11.191.24.127,,,
西南,平面二,,,26,11.191.24.128,11.191.24.129,11.191.24.254,11.191.24.255,,,
西南,平面二,,,27,11.191.25.0,11.191.25.1,11.191.25.126,11.191.25.127,,,
西南,平面二,,,28,11.191.25.128,11.191.25.129,11.191.25.254,11.191.25.255,,,
西南,平面二,,,29,11.191.26.0,11.191.26.1,11.191.26.126,11.191.26.127,,,
西南,平面二,,,30,11.191.26.128,11.191.26.129,11.191.26.254,11.191.26.255,,,
西南,平面二,,,31,11.191.27.0,11.191.27.1,11.191.27.126,11.191.27.127,,,
西南,平面二,,,32,11.191.27.128,11.191.27.129,11.191.27.254,11.191.27.255,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,